"","klasifikasi","score","text"
"2044","Negatif",-4,"baru kali ini  mengecewakan kalo nyasar masih seperumahan ga masalah saya datengin tu rumah lah ini rumah dimana nyasarnya jauh banget tolong kurirnya lebih hatihati dan teliti lagi"
"2045","Positif",1,"sicepat kalah cepat sama anterajaððââï udah  hari paket gue masih di tempat pick  masa"
"2046","Positif",0,"cobain ah temen kerja sicepat"
"2047","Negatif",-2,"btw gw  ekspedisi jnt dan sicepat ya dua hari ini buat kirim festa set dan pc jiminie br duanya kecepatannya mencengangkan bahkan ke batam pun cepet bgt gw shock yg nerima jg shock ini krn efek kmrn dituduh macem  bukan sik jd pd ningkatin service"
"2048","Positif",0,"  sell âshopee xtra  âpacking ðsleman jogja ekspedisi sementara yang aktif sicepat jt id express pos kilat khusus sicepat halu hematuntuk luar jawa"
"2049","Positif",2,"terima kasih  kalian memang jasa ekspedisi yang sangat bisa diandalkan tadi siang kirim sore sudah sampai selai breco kacang dan kacang cokelat kami jadi cepat sampai ke pelanggan tercinta ð"
"2050","Negatif",-2,"nyampenya besok kamis bisa ga sie besok jumat gue udh keluar kota pls sicepat  beg  ðð"
"2051","Negatif",-1,"gue tinggal les blm dipick  juga sama sicepatð"
"2052","Positif",0,"bandungbrebes udah kek semarangbrebes sicepat mantaplah ð"
"2053","Positif",1,"mau wta sicepat tu kalo mau pick  harus ke counter nya dulu ya"
"2054","Negatif",-1,"coba sistemnya tolong dibenahi dong masa kejadian kaya gini selalu berulang barangnya udah saya tunggu kurang lebih sebulan eh taunya ilang kesel bgt kasian juga seller jadi ganti rugi "
"2055","Negatif",-1,"paket aku dari jam  pagi otw ga datang sampe skrg takut banget  gimana nihhh paket  ga diapa apain kan pls lah"
"2056","Negatif",-1,"gue dapetinnta  bulan nunggunya  bulan dan dalam  hari  ngilangin paket gue  pc tae ans  gueeeeðððð"
"2057","Negatif",-1,"halo  jika ada user saya di marketplace ingin membeli barang menggunakan packing kayu dengan ekspedisi sicepat bagaimana mekanismenya"
"2058","Positif",0,"sicepat gada obat  yeet"
"2059","Negatif",-2,"ni sicepat yg  sama yg reguler bedanya apa ya sama datengnya sehari jg wkwkw mantap emg"
"2060","Positif",1,"asli sicepat knp beneran cepet   yeet"
"2061","Negatif",-1,"kesel bgt sama sicepat mana ada kirim pc  biji beratnya kg lebih"
"2062","Negatif",-1,"min  untuk nomor resi  segera di pick  atuh padahal belum ada kurir yang pick  sampai sekarang tapi kenapa statusnya begitu cobað"
"2063","Negatif",-4,"capek banget tiap hari balesin chat customer kayak gini gara  ðð customer jd ngira barang kosong gara kurir nulis barang  ready ðð udah berkali komplain ga pernah dianggep coba kasih opsi lain misal belum waktunya pick  gt biar ga kayak gini ðµ"
"2064","Positif",1,"sicepat ngirim hari ini sampenya besok keren bgt emg"
"2065","Positif",1,"berati yg cepet tu cma anter aja keluar pulau jawa cma  hri masa sicepat smpe miguaan"
"2066","Negatif",-2,"halo mint mohon baca pesan saya saya punya keluhan "
"2067","Positif",0,"info dong  kontak nya sicepat slawi atw tegal thank  tf"
"2068","Negatif",-1,"sicepat keterlaluan cepetnya dah"
"2069","Negatif",-2,"menunggu mas mas sicepat yanh udah otw rumah dari jam  hua penasaran dapet siapa bene event tamed dazed sama ld ptðºðº pic wonienya nyolong lewat di tlð"
"2070","Positif",0,"heh ini ceet banget sicepat pake buroq ya bisa secepet ini wkkwkw"
"2071","Positif",0," menit ngetawain display picture  name wanya kurir sicepatð"
"2072","Positif",3,"halo   mohon cek invmpl trx penjl tgl oct via cod tgl nov buyer sdh menerima paket terupdate di tracking  tglnov pkt sdh ditrm pembeli knp trx dibatalkan sistem lalu bgmn dgn dana yg blm sy terima"
"2073","Negatif",-2,"sicepat buroq ya bund ga ada abaaba sampe di dom ku tibatiba dah mau dianter ke rumah"
"2074","Positif",3,"halo  saya seller dari   menjual produk dengan cara cod trx penjualan tgl  oct  paket sebenarnya sudah di terima pembeli tgl  nov  pd tgl  nov  stts tracking paket sdh diterima pembli knp stts penjualan sy dibatalkan"
"2075","Negatif",-2,"hai sahabat kita main tebaktebakan yuk bareng mimin ð coba tebak kata apa yang dimaksud pada gambar ini ð kalau kamu sering kirim paket pakai sicepat kamu pasti tau jawabannya ð jangan lupa tulis jawaban kamu di kolom komentar ya ð sicepatekspres tebakkata"
"2076","Positif",0,"lowongan kerja admin instan courier  staff collection sicepat ekspress"
"2077","Positif",0,"si "
"2078","Positif",0,"lowongan kerja pt sicepat ekspres indonesia penempatan gambir jakarta pusat gedung hr sicepat"
"2079","Positif",1,"daftar alamat kantor sicepat ekspress kabupaten kudus  daftar alamat terbaru"
"2080","Negatif",-2,"gak tau apa yang dilakuin tempat sortir dari tanggal  sama sicepat ini udah lewat estimasi  hari di tempat sortir pula gak dianterin sama sekali padahal paket dr ekpedisi sebelah aja udh nyampe capek banget berasa nunggu kiriman dari zimbabwe "
"2081","Positif",0,"tumben sicepat lama"
"2082","Negatif",-1,"ga kuaadd typo nyaa itu lhooðð typo sicepat"
"2083","Positif",0,"yang butuh admin packing sabi aku safe packing  bersih anw aku juga nctzen aku dom jakpus deket sama jamp  jne sicepat bu zonauang zonabu admpacking"
"2084","Positif",2,"min  tolong donk kalo gratis ongkir perbanyak gunakan sicepat kurangi anteraja karena anterajalama masa jakarta barat ke jakarta barat perlu  hari pick   hari  nganter  hari"
"2085","Negatif",-1,"gak rugi bangun pagi disambut kurir paket terimakasih "
"2086","Positif",0,"sicepat buset gak ada  jam"
"2087","Negatif",-2,"syg halo adakah yang punya nomor kurir jnt atau sicepat boleh bagi ga ya nanti aku dm thankyouu"
"2088","Negatif",-1,"sicepat sekarang ga secepat ituuu ð"
"2089","Positif",2,"pen maki sumpahðð   gimana ini  masa ilang gitu aja itu isinya beli paket duit mana di refund sesuai co padahal isinya jajanan  yg lebih dari harga co"
"2090","Positif",0,"gw sama abang sicepat sekarang udh kek bestie gak perlu nelfon lagi udah langsung dianter aja paketnya ð tapi sama abang yang sebelumnya kesel banget kalo gw udh beli album dia   susah banget kalo udah paket koreaan gini pake tabung segala untung udh bukan dia"
"2091","Negatif",-2,"mari menyia nyiakan waktu di gerai sicepat"
"2092","Positif",0,"lowongan kerja pt sicepat ekspres indonesia posisi lokasi kualifikasi dan melamar buka link  â gabung di channel telegram ð  gratis"
"2093","Negatif",-1,"sudah  menit di gerai  dan masih nunggu paket dicari  hilang ni paket hilang"
"2094","Positif",0,"sicepat selalu melebihkan ongkos kirim dari pembayaran pembeli di shopee   cc  "
"2095","Positif",0,"edan sicepat lama banget tumbenan seharusnya kemaren udah sampe kalo kayak biasanya"
"2096","Negatif",-1,"tlg baca dm saya min "
"2097","Positif",1,"buset ngaret banget sicepat hadeeeh"
"2098","Positif",1,"gokil sicepat jam  pagi ada pickupð"
"2099","Positif",1,"setrs bet gua anjrit ini paket kenapa kaga nyampe nyangkut dimaneee udh bolak balik hub cs disuruh ksh waktu ãjam lama bgt dah ntar siang mo ke kantor  lagi buat nanya lagi"
"2100","Negatif",-3,"nta halo guys mau nanya aku co photocard di oyen dapet ekspedisi sicepat terus status pesanan udah diterima padahal belum foto bukti juga kayak di dalem rumah kurirnya gitu ada yang pernah kayak gini ga "
"2101","Negatif",-1,"benerbener cuma bisa berdoa meskipun harus ganti rugi pc yang diilangin sicepat semoga tuhan nanti ngasih ganti yang lebih kaya tahun kemarin kena tipu album  del sookaiway terus pas jualjual koleksi di shopee tbtb aja ada yang co terus dapet rezeki juga dari bikin  hehe"
"2102","Negatif",-2,"aku belum bestiean sama kurir sicepatðððð"
"2103","Positif",0,"eh malem riweh ma paketan plis  cek dm doonk komplain waemail  respon ð"
"2104","Negatif",-1,"sebaik apapun kinerja sicepat kalau mau ekspansi ke luar negeri tetap harus ganti merk beda sama jt yang dari nama aja udah internasional jamp  saat ini sudah ada di malaysia thailand philiphine"
"2105","Positif",0,"ternyata bukan gue doang yang paketan nya hilang di   iseng iseng search si cepat di pencarian eh banyak juga yang senasib haha"
"2106","Positif",0,"mantep dah sicepat benarbenar cepaaaaatttt"
"2107","Negatif",-1,"bener dah sicepat paket orang ilang"
"2108","Negatif",-1,"sicepat meresahkan"
"2109","Positif",2,"sicepat kayaknya mau memperbaiki kesalahan kmren deh masa dr jatim ke jabar sehari doang sampek shock waktu dikabarin udh nyampek paketnya"
"2110","Negatif",-1,"sicepat jelek bgt lu"
"2111","Negatif",-1,"paketku kok kena criss cross sih minn mana dari kemaren gaada perubahan trackingnya  "
"2112","Positif",7,"gaenak banget pake sicepat mana gak bisa minta pickup meskipun udah ada banyak paketnya tetep disuruh anter sendiri ke gerai asli nanya ke cs tetep disuruh kirim ke gerai jaman udah maju pada berebut customers kasih layanan terbaik ini malah gajelas"
"2113","Negatif",-4,"oi  ini kenapa paket saya kaga jalan jalan dari kemaren sekalinya jalan malah salah kota udah gitu diem aje di sono maunya gimana sini ngomong"
"2114","Positif",1,"padahal udah malem  hujan deres ttp anter paket ðð  harus naikin gaji kurir nih btw cpt juga sih pesen kemarin sampainya hari ini"
"2115","Positif",3,"gila ye jasa kirim si cepat beneran cepet ternyata aku beli  barang secara bersamaan terus sama di jakarta tp beda toko  paket pake sicepat dikirim tgl  trs sampai tgl  padahal aku diluar pulau jawa terus masih ada  paket pake ekspedisi jnt tp belom sampee"
"2116","Negatif",-1,"hallooo  kok tumben pengiriman paketnya lama padahal paket dah nyampe di daerah saya sleman jogja di hari jumat  nov  tp smp hari ini belum diantar juga ke rumah saya"
"2117","Positif",1,"tokopedia ini enak bgt free ongkir hampir selalu dapat sicepat reguler yg ternyata betulan cepat lebih cepat drpd je atau jt reguler"
"2118","Positif",0,"lokerpam  pt sicepat ekspres indonesia  collection staff  jakarta"
"2119","Positif",0,"sicepat terlalu cepat paket dikirim dari semarang hari minggu jam  sore senin jam  sore kurang udah nyampe bekasi ð"
"2120","Negatif",-1,"jelek bgt emg elu "
"2121","Negatif",-3,"update karena  orderan batch ini di shopee  yang pakai sicepat udah dipick  kemaren  yang pakai anteraja krn kurirnya berhalangan baru sore tadi ako drop di tempatnya  yang via akochama dan sudah lengkap sudah dikirim dan resi di dm masing yaaa ââââ"
"2122","Negatif",-1,"yb jeno gueeeeeeeeee ðððð nunggunya lama taunya ga nyampe rumah bener bener emang sicepat bangke banget"
"2123","Negatif",-2,"sicepat gila sih ini jabodetabek kynya sehari doang deh ga  hari ky ekspedisi lain wkakakka"
"2124","Positif",1,"pakai sicepat gokil sby stb cuma sehari doang ongkirnya murah pula kg cuma "
"2125","Positif",0," hail sicepat ods lagi"
"2126","Positif",0,"sicepat top notch ðº"
"2127","Positif",1,"sumpah sicepat seenaknya aja anjrit males banget udah status barang seenaknya lagi diubah nyampe kagak kerumah memang   jnt si bye maksimal ð"
"2128","Positif",1,"gimana nih kelanjutannyaabis suruh nunggu beberapa haritrus sekarang malah di holdterus besok apa lagidikembaliin ke penjual  aku capek ngebacot woii tp aku jg kburu butuh barangnya "
"2129","Negatif",-1,"sicepat knp ga pickup paket siii"
"2130","Positif",2,"sicepat beneran cepat anjir keren"
"2131","Positif",2,"hadehhh sicepat ada ada aja mana gue baru balik jkt hari kamis"
"2132","Negatif",-2,"âpelayanan yang responsiveâ responsive  ass mau hubungin sicepat aja susah amat yak robot semua cs nya      halo sicepat sy ada video di cctv rumah bhw paket saya dilempar lagi ke dalam rumah jarak rmh saya ke pos satpam gak sampe  meter kok kesel aja tiap baru pulang ngeliat paket yg harusnya dijaga malah dilempar mana received  nya âterasâ rumah lu pikir teras rumah idup"
"2133","Positif",0,"hadeh ni kenapa kurir sicepat gak dateng ambil barang "
"2134","Negatif",-1,"cc     halo sicepat sy ada video di cctv rumah bhw paket saya dilempar lagi ke dalam rumah jarak rmh saya ke pos satpam gak sampe  meter kok kesel aja tiap baru pulang ngeliat paket yg harusnya dijaga malah dilempar mana received  nya âterasâ rumah lu pikir teras rumah idup"
"2135","Negatif",-1,"ada cs ulasan nya gini pengiriman lama jasa kirimnya sicepat halu bu ibu kalo mau pengiriman cepat pake  sicapet jne yes hadeuh customer tolol buat gua emosi aja"
"2136","Positif",0," minggu diem di sortation wtf "
"2137","Positif",2,"emang anjink sicepat nganter tws gw sampe rumah duluan hape gw di jne belom dateng padahal  hp via jne dulu anjinkkk padahal juga gw bilang ke mama kalo beli hp gratis tws kalo gini ketauan tws nya gw beli sendiri anjink lah"
"2138","Negatif",-1,"ð cepet sicepat apa jnt ya"
"2139","Positif",2,"parahh lo  td di wa katanya di perumnas eh udah ke perumnas barangnya gaada katanya masih digudangyang bener yang mana woyyycapek gw harus nanyain berulang kali tapi gaada kejelasan pantekk "
"2140","Negatif",-1,"bantu  lur biar dpt respon darinpihak tokped dan sicepat   tolong saran aku beli hp di tokped biasanya berat ini paketnya enteng banget mau ku buka takut banget baiknya gimana ya"
"2141","Negatif",-2,"pokoe kayak  standartnya ð  harus nunggu  hari beneran nih min  nanti lama kalian ditinggalin customer loh kalau gini caranya tak kasih tau ya sekarang tuh yang penting cepet"
"2142","Positif",0,"halo "
"2143","Positif",1,"daftar alamat kantor sicepat ekspress jepara  daftar alamat terbaru"
"2144","Negatif",-2,"hallo mas cepat  ini paket saya datengnya kok keadaan begini ya  sobek sobek kaya gitu"
"2145","Negatif",-6,"hai sahabat buat kamu yang sedang sedang berjuang yuk semangat yuk dan jangan lupa bersyukur karena masih ada mimpi yang harus kita raih ð ingat kesuksesan akan datang kepada mereka yang gigih dan pantang menyerah ðª happy monday ð sicepatekspres quotes"
"2146","Negatif",-2,"habis nutup anteraja karna sistemnya berulang kali eror dan customer komplainnya ke penjual bukan mereka alhasil paket masuk ke sicepat  eh malah udah  ini kasus paket salah kirim alamatð sampai sekarang sih paling puas sama jnt"
"2147","Positif",0,"lebih cepet mana jt apa sicepat atau aku mbales chatmu hehe"
"2148","Positif",0,"halo  minta info status resi  saat ini sampai dimana  soalnya di apk  status nya tidak berubah dari tgl  nov "
"2149","Positif",2,"nanya  di whatsapp ada nya jawaban nya mesin  nanya di cs nya nunggu  menit ga seperti dulu itupun jawaban nya itu aja performance si cepat memang sudah mulai menurunmulai naik daun kalikayaknya sudah ga cinta lagi sm layanan si cepat "
"2150","Negatif",-1,"gimana nih kak paketnya udah stuck  hari  udah sering babget kek gini kenapa ga diupdate"
"2151","Positif",0,"kpd sicepat please ini pkt saya stuk"
"2152","Negatif",-1,"namanya doang   ini expedisi terlelet yg pernah gw pake"
"2153","Positif",0,"tabe ada tau kontak kurir sicepat sekitar antang buat pickup paket dirumah makasih"
"2154","Positif",3,"mantul bgt paketan sicepat kargo dari tanjung priok ke jawa tengah cuma sehari masa"
"2155","Negatif",-1,"min  resi  ini kok ga ada update "
"2156","Negatif",-2,"nama nya aja  nyata nya si lelet  bukan sekali  kali seeprti ini sangat mengecewakan"
"2157","Positif",0,"lokerpam  pt sicepat ekspres indonesia  recruitment staff cabang  juanda jakarta pusat"
"2158","Positif",0,"dulu mah pake id sama antaraja kaya mau nangisss eehh belakangan ini malah kalo urgent lebih milih antaraja ð jnt dan sicepat pun kalah wkwk  keren euy sorting poolnya anteraja"
"2159","Positif",1,"finally  time   pt sicepat ekspres indonesia akan menyelenggarakan hajat terbesarnya tahun ini dari sisi teknologi melalui event  âsicepat pahlawan hackathon â bagi kamu yang tertarik kunjungi link berikut untuk pendaftaranya "
"2160","Negatif",-1,"ini gimana sih   paket loh bukan  ð"
"2161","Positif",0,"ini sicepat lg trouble kh"
"2162","Positif",1,"setelah tau sicepat byk kendalanya tp tetep sampainya cepet skrg kurir terbaik dipegang oleh jt gada lawan buat pelayanannya"
"2163","Negatif",-1,"sicepat itu ekspedisi yang gila bangett secepat ituuu nganter barangnyaaa ðð"
"2164","Negatif",-4,"moga paketku ketemu utuh aman ga dicuri ama yg suka ngebongkar isi paket trus besok kl ngirim barang ga bakal mau pke  lg amin"
"2165","Negatif",-1,"jangan sampe aku posting beginian juga ya  mana paketku hah  buyer sm seller mending dari skrg stop pake sicepat udah jelas dari cctv pas dikirim ada sampe di cust gak ada tp lari dari tanggung jawab gak bgt deh bener gak mencerminkan perusahaan gede cara tanggung jawab  mengatasi masalahnya gmn mau speak  gak "
"2166","Negatif",-1,"kapok bgt pake  jancuk emang"
"2167","Positif",0,"resi  gak ada update dr kemaren siang  "
"2168","Positif",1,"jasa pengiriman terbaik  jt  pos  sicepat  anteraja  tiki     jne jne pos anteraja kurir"
"2169","Negatif",-1,"halo kak  tolong di cek  resi ini  ud beberapa hari ga ada update stelah kluar dr sleman makasih"
"2170","Negatif",-2,"kalau pake sicepat tuhh paket datang diwaktu yang tak terduga ya"
"2171","Negatif",-2,"eh sumpah ga gerak panik bgt estimasi besok sampe padahal mana pake sicepat ðºðºðð"
"2172","Negatif",-1,"ini ngapa paket  ada yg di jnt jne sicepat aduhhhh stres gue prasaan estimasi nya  pilih jnt doang deh annying"
